chrom,chromStart,chromEnd,strand,A549
chr10,102628300,102628556,.,False
chr10,102646720,102646976,.,False
chr10,102668661,102668917,.,False
chr10,102679070,102679326,.,False
chr10,102710670,102710926,.,False
chr10,102713600,102713856,.,False
chr10,102774063,102774319,.,False
chr10,102785898,102786154,.,False
chr10,102795939,102796195,.,False
chr10,102796438,102796694,.,False
chr10,102801397,102801653,.,False
chr10,102803251,102803507,.,False
chr10,102819061,102819317,.,False
chr10,102923524,102923780,.,False
chr10,103009716,103009972,.,False
chr10,103021044,103021300,.,False
chr10,103132954,103133210,.,False
chr10,103170228,103170484,.,False
chr10,103194229,103194485,.,False
chr10,103197196,103197452,.,False
chr10,103204939,103205195,.,False
chr10,103231234,103231490,.,False
chr10,103240365,103240621,.,False
chr10,103241465,103241721,.,True
chr10,103241771,103242027,.,False
chr10,10332863,10333119,.,False
chr10,103448843,103449099,.,True
chr10,103471357,103471613,.,False
chr10,103492045,103492301,.,False
chr10,103495235,103495491,.,False
chr10,103502429,103502685,.,False
chr10,103542886,103543142,.,False
chr10,103547669,103547925,.,False
chr10,103588064,103588320,.,False
chr10,103618804,103619060,.,False
chr10,103620626,103620882,.,False
chr10,103649362,103649618,.,False
chr10,103667442,103667698,.,False
chr10,103671469,103671725,.,False
chr10,103691327,103691583,.,False
chr10,103696547,103696803,.,True
chr10,103706850,103707106,.,False
chr10,10370985,10371241,.,False
chr10,103747228,103747484,.,False
chr10,103759222,103759478,.,False
chr10,103761639,103761895,.,False
chr10,103770594,103770850,.,False
chr10,103772222,103772478,.,False
chr10,103850271,103850527,.,False
chr10,103854801,103855057,.,False
chr10,103870562,103870818,.,False
chr10,103871085,103871341,.,True
chr10,103872258,103872514,.,False
chr10,103881919,103882175,.,False
chr10,103890350,103890606,.,True
chr10,103894631,103894887,.,False
chr10,103908323,103908579,.,False
chr10,103921898,103922154,.,False
chr10,103960378,103960634,.,True
chr10,103965858,103966114,.,False
chr10,103966437,103966693,.,False
chr10,104046139,104046395,.,False
chr10,104084812,104085068,.,False
chr10,104089694,104089950,.,False
chr10,104093750,104094006,.,False
chr10,104109997,104110253,.,False
chr10,104120250,104120506,.,False
chr10,104120886,104121142,.,True
chr10,104138732,104138988,.,False
chr10,104231551,104231807,.,False
chr10,104260694,104260950,.,False
chr10,104321951,104322207,.,False
chr10,104322511,104322767,.,True
chr10,104328019,104328275,.,False
chr10,104339979,104340235,.,False
chr10,104349632,104349888,.,False
chr10,104449479,104449735,.,False
chr10,104595053,104595309,.,False
chr10,104639474,104639730,.,False
chr10,104642233,104642489,.,False
chr10,104644002,104644258,.,False
chr10,104680891,104681147,.,False
chr10,10477662,10477918,.,False
chr10,104805521,104805777,.,False
chr10,10503523,10503779,.,False
chr10,105177637,105177893,.,False
chr10,10564099,10564355,.,False
chr10,10589632,10589888,.,False
chr10,106110162,106110418,.,False
chr10,10632148,10632404,.,False
chr10,106392335,106392591,.,False
chr10,106425047,106425303,.,False
chr10,106440865,106441121,.,False
chr10,106582321,106582577,.,False
chr10,106583041,106583297,.,False
chr10,106589575,106589831,.,False
chr10,1066926,1067182,.,False
chr10,106736664,106736920,.,False
chr10,106740685,106740941,.,False
chr10,106825273,106825529,.,False
chr10,106863454,106863710,.,False
chr10,106912947,106913203,.,False
chr10,106931521,106931777,.,False
chr10,106935999,106936255,.,False
chr10,106942320,106942576,.,False
chr10,106957041,106957297,.,False
chr10,106957868,106958124,.,False
chr10,106989328,106989584,.,False
chr10,106997791,106998047,.,False
chr10,107092761,107093017,.,False
chr10,10712027,10712283,.,False
chr10,107230908,107231164,.,False
chr10,107437908,107438164,.,False
chr10,107480910,107481166,.,False
chr10,107516221,107516477,.,False
chr10,107545867,107546123,.,False
chr10,107547149,107547405,.,False
chr10,107611186,107611442,.,False
chr10,10789013,10789269,.,False
chr10,107913594,107913850,.,False
chr10,10797133,10797389,.,False
chr10,108035946,108036202,.,False
chr10,108076656,108076912,.,False
chr10,10818128,10818384,.,False
chr10,108205616,108205872,.,False
chr10,10824542,10824798,.,False
chr10,10826334,10826590,.,False
chr10,108270933,108271189,.,False
chr10,10830676,10830932,.,False
chr10,108309651,108309907,.,False
chr10,108332384,108332640,.,False
chr10,108379240,108379496,.,False
chr10,108420267,108420523,.,False
chr10,108442827,108443083,.,False
chr10,108448707,108448963,.,False
chr10,108465891,108466147,.,False
chr10,108492698,108492954,.,False
chr10,108538186,108538442,.,False
chr10,108560799,108561055,.,False
chr10,10858214,10858470,.,False
chr10,108600508,108600764,.,False
chr10,10860702,10860958,.,False
chr10,108634294,108634550,.,False
chr10,10872103,10872359,.,False
chr10,108789986,108790242,.,False
chr10,108911809,108912065,.,False
chr10,10911428,10911684,.,False
chr10,10927399,10927655,.,False
chr10,109376262,109376518,.,False
chr10,109443877,109444133,.,False
chr10,10975880,10976136,.,False
chr10,109889900,109890156,.,False
chr10,109906464,109906720,.,False
chr10,109934309,109934565,.,False
chr10,109982148,109982404,.,False
chr10,110074389,110074645,.,False
chr10,110081961,110082217,.,False
chr10,110149247,110149503,.,False
chr10,11019452,11019708,.,False
chr10,110211139,110211395,.,True
chr10,110211579,110211835,.,False
chr10,110212204,110212460,.,False
chr10,110215944,110216200,.,False
chr10,110221850,110222106,.,False
chr10,110245039,110245295,.,False
chr10,110289771,110290027,.,False
chr10,11032209,11032465,.,False
chr10,110324897,110325153,.,False
chr10,110326680,110326936,.,False
chr10,110340893,110341149,.,False
chr10,110353439,110353695,.,False
chr10,110355214,110355470,.,False
chr10,110356580,110356836,.,False
chr10,110357394,110357650,.,False
chr10,110364066,110364322,.,False
chr10,110395921,110396177,.,False
chr10,110399371,110399627,.,True
chr10,110408231,110408487,.,False
chr10,110409918,110410174,.,False
chr10,110410418,110410674,.,True
chr10,110414369,110414625,.,True
chr10,110423782,110424038,.,False
chr10,110425938,110426194,.,True
chr10,110426628,110426884,.,False
chr10,110426964,110427220,.,False
chr10,110441851,110442107,.,False
chr10,110455540,110455796,.,False
chr10,110499558,110499814,.,False
chr10,110501298,110501554,.,True
chr10,110504078,110504334,.,True
chr10,110512859,110513115,.,False
chr10,110530362,110530618,.,True
chr10,110536113,110536369,.,False
chr10,110641333,110641589,.,True
chr10,110672548,110672804,.,True
chr10,110706719,110706975,.,False
chr10,110751047,110751303,.,False
chr10,110754923,110755179,.,False
chr10,110762885,110763141,.,False
chr10,110774174,110774430,.,False
chr10,110802784,110803040,.,False
chr10,110815472,110815728,.,False
chr10,110822325,110822581,.,True
chr10,110822747,110823003,.,False
chr10,110843113,110843369,.,False
chr10,110857647,110857903,.,False
chr10,110860673,110860929,.,False
chr10,110862375,110862631,.,False
chr10,110864653,110864909,.,False
chr10,110905344,110905600,.,False
chr10,110909162,110909418,.,False
chr10,110911444,110911700,.,False
chr10,110914961,110915217,.,False
chr10,111198785,111199041,.,False
chr10,111410281,111410537,.,False
chr10,11149652,11149908,.,False
chr10,11150168,11150424,.,False
chr10,11150948,11151204,.,False
chr10,111532271,111532527,.,False
chr10,11163229,11163485,.,False
chr10,11166156,11166412,.,False
chr10,11166891,11167147,.,False
chr10,11176012,11176268,.,False
chr10,11176849,11177105,.,False
chr10,11178703,11178959,.,False
chr10,11180400,11180656,.,False
chr10,111880010,111880266,.,False
chr10,11207570,11207826,.,False
chr10,112092581,112092837,.,False
chr10,112095836,112096092,.,False
chr10,112132395,112132651,.,False
chr10,112230706,112230962,.,False
chr10,112261449,112261705,.,False
chr10,11226401,11226657,.,False
chr10,112265903,112266159,.,False
chr10,112272055,112272311,.,False
chr10,112275878,112276134,.,False
chr10,11227706,11227962,.,False
chr10,112349268,112349524,.,False
chr10,112350124,112350380,.,False
chr10,112376671,112376927,.,False
chr10,112379998,112380254,.,False
chr10,112389477,112389733,.,False
chr10,11242534,11242790,.,False
chr10,11245562,11245818,.,False
chr10,112532308,112532564,.,False
chr10,112771372,112771628,.,False
chr10,112821864,112822120,.,False
chr10,112834818,112835074,.,False
chr10,112948000,112948256,.,False
chr10,112949384,112949640,.,False
chr10,113056377,113056633,.,False
chr10,113058742,113058998,.,False
chr10,113087392,113087648,.,False
chr10,113092425,113092681,.,False
chr10,113097164,113097420,.,False
chr10,113099657,113099913,.,False
chr10,113131666,113131922,.,True
chr10,113169297,113169553,.,True
chr10,113170127,113170383,.,False
chr10,113179245,113179501,.,False
chr10,113180554,113180810,.,True
chr10,113180907,113181163,.,True
chr10,113221699,113221955,.,False
chr10,113234623,113234879,.,False
chr10,113262347,113262603,.,False
chr10,113267682,113267938,.,False
chr10,113273177,113273433,.,False
chr10,113273532,113273788,.,False
chr10,113274180,113274436,.,False
chr10,113300716,113300972,.,False
chr10,113301337,113301593,.,False
chr10,113306805,113307061,.,False
chr10,113310363,113310619,.,False
chr10,113320274,113320530,.,False
chr10,113321058,113321314,.,False
chr10,113322951,113323207,.,False
chr10,113326272,113326528,.,False
chr10,113381917,113382173,.,False
chr10,11339983,11340239,.,False
chr10,113430432,113430688,.,False
chr10,113463836,113464092,.,False
chr10,113497325,113497581,.,False
chr10,113524390,113524646,.,False
chr10,113680911,113681167,.,False
chr10,113681922,113682178,.,False
chr10,113851567,113851823,.,False
chr10,113874613,113874869,.,False
chr10,113959457,113959713,.,False
chr10,114042445,114042701,.,False
chr10,114043007,114043263,.,False
chr10,114101416,114101672,.,False
chr10,114163872,114164128,.,False
chr10,114208274,114208530,.,False
chr10,114269888,114270144,.,False
chr10,114306229,114306485,.,False
chr10,114320757,114321013,.,False
chr10,114403587,114403843,.,False
chr10,114470485,114470741,.,True
chr10,114499636,114499892,.,False
chr10,11450455,11450711,.,False
chr10,114515499,114515755,.,False
chr10,114525604,114525860,.,False
chr10,114526185,114526441,.,False
chr10,114538487,114538743,.,False
chr10,114541412,114541668,.,False
chr10,114544379,114544635,.,False
chr10,114633360,114633616,.,False
chr10,114634608,114634864,.,False
chr10,114661525,114661781,.,False
chr10,114662627,114662883,.,False
chr10,114722572,114722828,.,False
chr10,114758365,114758621,.,False
chr10,114767150,114767406,.,False
chr10,114819393,114819649,.,False
chr10,114823032,114823288,.,False
chr10,114967095,114967351,.,False
chr10,1149846,1150102,.,False
chr10,115017086,115017342,.,True
chr10,115036880,115037136,.,False
chr10,115231089,115231345,.,False
chr10,115262056,115262312,.,False
chr10,11536986,11537242,.,True
chr10,115382548,115382804,.,False
chr10,11552377,11552633,.,False
chr10,115666171,115666427,.,False
chr10,115743114,115743370,.,False
chr10,116070631,116070887,.,False
chr10,11609722,11609978,.,False
chr10,116113945,116114201,.,False
chr10,116176669,116176925,.,False
chr10,11625082,11625338,.,False
chr10,116269124,116269380,.,False
chr10,116274642,116274898,.,False
chr10,116378598,116378854,.,False
chr10,116395298,116395554,.,False
chr10,116614149,116614405,.,False
chr10,116688953,116689209,.,False
chr10,116703697,116703953,.,False
chr10,116741085,116741341,.,False
chr10,116743092,116743348,.,True
chr10,116896618,116896874,.,False
chr10,116903547,116903803,.,False
chr10,11695010,11695266,.,False
chr10,116963798,116964054,.,False
chr10,116984320,116984576,.,False
chr10,116995688,116995944,.,False
chr10,11704686,11704942,.,False
chr10,11713232,11713488,.,False
chr10,117135263,117135519,.,True
chr10,117167088,117167344,.,False
chr10,11720303,11720559,.,False
chr10,11722129,11722385,.,False
chr10,117248862,117249118,.,False
chr10,117262302,117262558,.,False
chr10,117268769,117269025,.,False
chr10,117496642,117496898,.,False
chr10,117533510,117533766,.,False
chr10,117535264,117535520,.,False
chr10,117538888,117539144,.,False
chr10,117541225,117541481,.,False
chr10,117546291,117546547,.,False
chr10,117552370,117552626,.,False
chr10,117562443,117562699,.,False
chr10,117563794,117564050,.,False
chr10,117684634,117684890,.,False
chr10,117685086,117685342,.,False
chr10,117686313,117686569,.,False
chr10,11794048,11794304,.,True
chr10,118093401,118093657,.,False
chr10,11814345,11814601,.,False
chr10,11824844,11825100,.,False
chr10,118290151,118290407,.,False
chr10,118482981,118483237,.,False
chr10,118503913,118504169,.,False
chr10,118669545,118669801,.,False
chr10,118722703,118722959,.,False
chr10,118729704,118729960,.,False
chr10,11875812,11876068,.,False
chr10,118792592,118792848,.,False
chr10,118793579,118793835,.,False
chr10,118812351,118812607,.,False
chr10,11882104,11882360,.,False
chr10,118832221,118832477,.,False
chr10,118914545,118914801,.,False
chr10,11898574,11898830,.,False
chr10,119045527,119045783,.,True
chr10,119062452,119062708,.,False
chr10,119081360,119081616,.,False
chr10,119091064,119091320,.,False
chr10,119192021,119192277,.,False
chr10,119209112,119209368,.,False
chr10,119247147,119247403,.,False
chr10,119269021,119269277,.,False
chr10,119271046,119271302,.,True
chr10,119271698,119271954,.,True
chr10,119301379,119301635,.,False
chr10,119315636,119315892,.,False
chr10,119373269,119373525,.,False
chr10,119378804,119379060,.,False
chr10,11938716,11938972,.,False
chr10,119406619,119406875,.,False
chr10,119489498,119489754,.,False
chr10,119499352,119499608,.,False
chr10,1195112,1195368,.,False
chr10,119505188,119505444,.,False
chr10,119542095,119542351,.,False
chr10,119547664,119547920,.,False
chr10,1195806,1196062,.,False
chr10,119618970,119619226,.,False
chr10,119655718,119655974,.,False
chr10,119658337,119658593,.,True
chr10,119687326,119687582,.,False
chr10,119693398,119693654,.,False
chr10,119704517,119704773,.,False
chr10,119724912,119725168,.,False
chr10,119743469,119743725,.,False
chr10,119784671,119784927,.,False
chr10,119786199,119786455,.,False
chr10,119871946,119872202,.,True
chr10,119896416,119896672,.,False
chr10,119919941,119920197,.,False
chr10,120070071,120070327,.,True
chr10,120102316,120102572,.,False
chr10,12044010,12044266,.,False
chr10,120460778,120461034,.,False
chr10,120477238,120477494,.,False
chr10,12047954,12048210,.,False
chr10,12049011,12049267,.,False
chr10,120504291,120504547,.,False
chr10,120511264,120511520,.,False
chr10,120720932,120721188,.,False
chr10,120789905,120790161,.,False
chr10,120833851,120834107,.,False
chr10,120834937,120835193,.,False
chr10,120981823,120982079,.,False
chr10,121069160,121069416,.,False
chr10,121077463,121077719,.,False
chr10,121080231,121080487,.,False
chr10,121084773,121085029,.,False
chr10,121189434,121189690,.,False
chr10,121203794,121204050,.,False
chr10,121254486,121254742,.,False
chr10,121267678,121267934,.,False
chr10,121437599,121437855,.,False
chr10,121449173,121449429,.,False
chr10,121459893,121460149,.,False
chr10,121468922,121469178,.,False
chr10,121481176,121481432,.,False
chr10,121509182,121509438,.,False
chr10,12153044,12153300,.,False
chr10,1215312,1215568,.,False
chr10,121596115,121596371,.,False
chr10,121597209,121597465,.,False
chr10,121617206,121617462,.,False
chr10,121658635,121658891,.,False
chr10,12172157,12172413,.,False
chr10,121734610,121734866,.,False
chr10,121921605,121921861,.,False
chr10,121927137,121927393,.,True
chr10,12194987,12195243,.,False
chr10,122017764,122018020,.,False
chr10,122063313,122063569,.,False
chr10,122113646,122113902,.,True
chr10,122141280,122141536,.,False
chr10,122164410,122164666,.,False
chr10,122165309,122165565,.,False
chr10,122197912,122198168,.,False
chr10,122308040,122308296,.,False
chr10,122310803,122311059,.,False
chr10,122373645,122373901,.,False
chr10,12241821,12242077,.,False
chr10,122462454,122462710,.,False
chr10,122463188,122463444,.,False
chr10,122468323,122468579,.,False
chr10,122469092,122469348,.,False
chr10,122471845,122472101,.,False
chr10,122487444,122487700,.,False
chr10,122490212,122490468,.,False
chr10,122494986,122495242,.,False
chr10,122530220,122530476,.,False
chr10,122544602,122544858,.,False
chr10,12264448,12264704,.,False
chr10,12265784,12266040,.,False
chr10,12270894,12271150,.,False
chr10,122764377,122764633,.,False
chr10,122853081,122853337,.,False
chr10,122877376,122877632,.,False
chr10,122878787,122879043,.,False
chr10,122894725,122894981,.,False
chr10,123112925,123113181,.,False
chr10,123205101,123205357,.,False
chr10,123274710,123274966,.,False
chr10,12333197,12333453,.,False
chr10,123391789,123392045,.,False
chr10,123392261,123392517,.,False
chr10,123398215,123398471,.,False
chr10,123402676,123402932,.,False
chr10,123428858,123429114,.,False
chr10,123444690,123444946,.,False
chr10,123482772,123483028,.,False
chr10,123559395,123559651,.,False
chr10,123559765,123560021,.,False
chr10,123610706,123610962,.,False
chr10,123840756,123841012,.,False
chr10,123859093,123859349,.,False
chr10,123901671,123901927,.,False
chr10,123963866,123964122,.,False
chr10,123965021,123965277,.,False
chr10,123967862,123968118,.,False
chr10,123970684,123970940,.,False
chr10,123995551,123995807,.,True
chr10,123997934,123998190,.,False
chr10,124010819,124011075,.,False
chr10,124033404,124033660,.,False
chr10,124035934,124036190,.,False
chr10,124040443,124040699,.,False
chr10,124094089,124094345,.,False
chr10,124094540,124094796,.,False
chr10,124099714,124099970,.,False
chr10,124100786,124101042,.,False
chr10,12413684,12413940,.,False
chr10,124142959,124143215,.,False
chr10,124143689,124143945,.,False
chr10,124152233,124152489,.,False
chr10,124152584,124152840,.,False
chr10,124153113,124153369,.,True
chr10,124176371,124176627,.,False
chr10,124246533,124246789,.,False
chr10,124266436,124266692,.,False
chr10,124271721,124271977,.,False
chr10,124279996,124280252,.,False
chr10,124285774,124286030,.,False
chr10,124289454,124289710,.,False
chr10,124289849,124290105,.,False
chr10,124290480,124290736,.,False
chr10,124299038,124299294,.,False
chr10,124301785,124302041,.,False
chr10,124305147,124305403,.,False
chr10,124305624,124305880,.,False
chr10,124323223,124323479,.,False
chr10,124332503,124332759,.,False
chr10,124339761,124340017,.,False
chr10,124341120,124341376,.,False
chr10,124341831,124342087,.,False
chr10,124451225,124451481,.,False
chr10,12448831,12449087,.,False
chr10,124510504,124510760,.,True
chr10,124523452,124523708,.,False
chr10,124525181,124525437,.,False
chr10,124534471,124534727,.,False
chr10,124547861,124548117,.,False
chr10,12455932,12456188,.,False
chr10,124563027,124563283,.,False
chr10,124601542,124601798,.,False
chr10,124607228,124607484,.,False
chr10,124611547,124611803,.,False
chr10,124624844,124625100,.,False
chr10,124627126,124627382,.,False
chr10,124636619,124636875,.,False
chr10,124640783,124641039,.,False
chr10,124641411,124641667,.,False
chr10,124642251,124642507,.,False
chr10,124647839,124648095,.,False
chr10,124648781,124649037,.,False
chr10,124650270,124650526,.,False
chr10,124650920,124651176,.,False
chr10,124651760,124652016,.,False
chr10,124657872,124658128,.,False
chr10,124666040,124666296,.,False
chr10,124671674,124671930,.,False
chr10,124680715,124680971,.,False
chr10,124685268,124685524,.,False
chr10,124687126,124687382,.,False
chr10,124688916,124689172,.,False
chr10,124693762,124694018,.,False
chr10,124694943,124695199,.,False
chr10,124698236,124698492,.,False
chr10,124700588,124700844,.,False
chr10,124709847,124710103,.,False
chr10,124715345,124715601,.,False
chr10,124718181,124718437,.,True
chr10,124719256,124719512,.,False
chr10,124721734,124721990,.,False
chr10,124723322,124723578,.,False
chr10,124724673,124724929,.,False
chr10,124728537,124728793,.,False
chr10,124733241,124733497,.,False
chr10,124741345,124741601,.,False
chr10,124756873,124757129,.,False
chr10,12485470,12485726,.,False
chr10,124882829,124883085,.,False
chr10,124999563,124999819,.,False
chr10,125015306,125015562,.,False
chr10,125023775,125024031,.,False
chr10,125024187,125024443,.,False
chr10,125029002,125029258,.,False
chr10,125061192,125061448,.,False
chr10,125084815,125085071,.,False
chr10,125093497,125093753,.,False
chr10,125149322,125149578,.,False
chr10,125162090,125162346,.,False
chr10,125558044,125558300,.,False
chr10,125720157,125720413,.,False
chr10,125784034,125784290,.,False
chr10,125846266,125846522,.,False
chr10,125903135,125903391,.,False
chr10,125918551,125918807,.,False
chr10,125982314,125982570,.,False
chr10,12605658,12605914,.,False
chr10,126062500,126062756,.,False
chr10,126063289,126063545,.,False
chr10,126063631,126063887,.,False
chr10,126082204,126082460,.,False
chr10,126087751,126088007,.,False
chr10,126124950,126125206,.,False
chr10,126128079,126128335,.,False
chr10,126130253,126130509,.,False
chr10,126131389,126131645,.,False
chr10,126133528,126133784,.,False
chr10,126134292,126134548,.,False
chr10,126136105,126136361,.,False
chr10,126136558,126136814,.,False
chr10,126137066,126137322,.,False
chr10,126146856,126147112,.,False
chr10,126164574,126164830,.,False
chr10,126170387,126170643,.,False
chr10,126171755,126172011,.,False
chr10,126197135,126197391,.,False
chr10,126203568,126203824,.,False
chr10,126205573,126205829,.,False
chr10,126216462,126216718,.,False
chr10,126226721,126226977,.,False
chr10,126227810,126228066,.,False
chr10,126231349,126231605,.,True
chr10,126242907,126243163,.,False
chr10,126247670,126247926,.,False
chr10,126265077,126265333,.,False
chr10,126276597,126276853,.,False
chr10,126291817,126292073,.,False
chr10,126307253,126307509,.,False
chr10,12637722,12637978,.,False
chr10,126386719,126386975,.,False
chr10,126391393,126391649,.,False
chr10,126420307,126420563,.,False
chr10,126496647,126496903,.,False
chr10,126499196,126499452,.,False
chr10,126561567,126561823,.,False
chr10,126569860,126570116,.,False
chr10,126571519,126571775,.,False
chr10,126579632,126579888,.,False
chr10,126638498,126638754,.,False
chr10,126663418,126663674,.,False
chr10,126904390,126904646,.,False
chr10,126906147,126906403,.,False
chr10,126906713,126906969,.,False
chr10,12691268,12691524,.,False
chr10,126948292,126948548,.,False
chr10,126995732,126995988,.,False
chr10,12705566,12705822,.,False
chr10,12707614,12707870,.,False
chr10,127148955,127149211,.,True
chr10,12720416,12720672,.,False
chr10,127253867,127254123,.,True
chr10,127457566,127457822,.,False
chr10,12749321,12749577,.,False
chr10,127547826,127548082,.,False
chr10,127604758,127605014,.,False
chr10,12772310,12772566,.,False
chr10,12781304,12781560,.,False
chr10,127877197,127877453,.,False
chr10,127880575,127880831,.,False
chr10,127905856,127906112,.,False
chr10,127908718,127908974,.,False
chr10,127930229,127930485,.,False
chr10,127935192,127935448,.,False
chr10,127938195,127938451,.,False
chr10,127976374,127976630,.,False
chr10,127977672,127977928,.,False
chr10,127988134,127988390,.,False
chr10,127989607,127989863,.,False
chr10,127991244,127991500,.,False
chr10,128018338,128018594,.,False
chr10,128052874,128053130,.,False
chr10,128095549,128095805,.,False
chr10,128150103,128150359,.,False
chr10,128216805,128217061,.,False
chr10,128218959,128219215,.,False
chr10,128221200,128221456,.,False
chr10,128461423,128461679,.,False
chr10,128475831,128476087,.,True
chr10,128480057,128480313,.,False
chr10,128526378,128526634,.,False
chr10,128541345,128541601,.,False
chr10,128642515,128642771,.,False
chr10,128792437,128792693,.,False
chr10,128876092,128876348,.,False
chr10,1289722,1289978,.,False
chr10,129035360,129035616,.,False
chr10,12908249,12908505,.,True
chr10,129104653,129104909,.,False
chr10,12916500,12916756,.,False
chr10,12934747,12935003,.,False
chr10,1293587,1293843,.,False
chr10,1293847,1294103,.,False
chr10,129639901,129640157,.,True
chr10,129729963,129730219,.,False
chr10,129845745,129846001,.,False
chr10,129889793,129890049,.,False
chr10,129960373,129960629,.,False
chr10,129964703,129964959,.,False
chr10,130014812,130015068,.,False
chr10,130021404,130021660,.,False
chr10,130105837,130106093,.,False
chr10,130132931,130133187,.,False
chr10,130135174,130135430,.,False
chr10,130213328,130213584,.,False
chr10,130301577,130301833,.,False
chr10,130368990,130369246,.,False
chr10,130384677,130384933,.,False
chr10,130519308,130519564,.,False
chr10,130524128,130524384,.,False
chr10,130534137,130534393,.,False
chr10,13054155,13054411,.,False
chr10,130542920,130543176,.,False
chr10,130631568,130631824,.,False
chr10,130688250,130688506,.,False
chr10,130696958,130697214,.,False
chr10,130752928,130753184,.,False
chr10,13089212,13089468,.,False
chr10,1309665,1309921,.,False
chr10,13101094,13101350,.,False
chr10,1310320,1310576,.,False
chr10,131088588,131088844,.,False
chr10,131129828,131130084,.,False
chr10,131453238,131453494,.,False
chr10,131481607,131481863,.,False
chr10,13158757,13159013,.,False
chr10,131622176,131622432,.,True
chr10,131635654,131635910,.,False
chr10,131655038,131655294,.,False
chr10,131677755,131678011,.,False
chr10,131822648,131822904,.,False
chr10,131833557,131833813,.,False
chr10,131850498,131850754,.,False
chr10,131875258,131875514,.,False
chr10,131892112,131892368,.,False
chr10,131897639,131897895,.,False
chr10,131904769,131905025,.,False
chr10,13193398,13193654,.,False
chr10,131962604,131962860,.,False
chr10,131979604,131979860,.,False
chr10,131980719,131980975,.,False
chr10,132021085,132021341,.,False
chr10,132023123,132023379,.,False
chr10,132048387,132048643,.,False
chr10,132060216,132060472,.,False
chr10,132065773,132066029,.,True
chr10,132066477,132066733,.,False
chr10,132110327,132110583,.,False
chr10,132132315,132132571,.,False
chr10,132143017,132143273,.,False
chr10,132187718,132187974,.,False
chr10,132229811,132230067,.,False
chr10,132272057,132272313,.,False
chr10,132300561,132300817,.,False
chr10,132308448,132308704,.,True
chr10,132311375,132311631,.,False
chr10,1323281,1323537,.,False
chr10,132327037,132327293,.,False
chr10,132335495,132335751,.,False
chr10,132395230,132395486,.,False
chr10,132399131,132399387,.,False
chr10,132403836,132404092,.,False
chr10,132407960,132408216,.,False
chr10,132408404,132408660,.,False
chr10,132411922,132412178,.,False
chr10,132418151,132418407,.,False
chr10,132421131,132421387,.,True
chr10,132422425,132422681,.,False
chr10,132429950,132430206,.,False
chr10,132439221,132439477,.,False
chr10,132446852,132447108,.,True
chr10,132453120,132453376,.,False
chr10,132517284,132517540,.,False
chr10,132518640,132518896,.,False
chr10,132532807,132533063,.,False
chr10,132539391,132539647,.,False
chr10,132544829,132545085,.,False
chr10,132547622,132547878,.,False
chr10,132551438,132551694,.,False
chr10,132555326,132555582,.,False
chr10,132555766,132556022,.,False
chr10,132560177,132560433,.,False
chr10,132571998,132572254,.,False
chr10,132575376,132575632,.,False
chr10,132586421,132586677,.,False
chr10,132588587,132588843,.,False
chr10,132589172,132589428,.,False
chr10,132616576,132616832,.,False
chr10,132630901,132631157,.,False
chr10,132714182,132714438,.,False
