chrom,chromStart,chromEnd,strand,A549
chr1,2557359,2557615,+,False
chr1,2557384,2557640,+,False
chr1,2557513,2557769,+,False
chr1,2559608,2559864,+,False
chr1,2559641,2559897,+,False
chr1,2586273,2586529,+,False
chr1,2586596,2586852,+,False
chr1,2586860,2587116,+,False
chr1,3021213,3021469,+,False
chr1,3021268,3021524,+,False
chr1,3068788,3069044,+,False
chr1,3068932,3069188,+,False
chr1,3068954,3069210,+,False
chr1,3454339,3454595,+,False
chr1,3454379,3454635,+,False
chr1,3454399,3454655,+,False
chr1,3454423,3454679,+,False
chr1,3454458,3454714,+,False
chr1,3468274,3468530,+,False
chr1,3471374,3471630,+,False
chr1,3624838,3625094,+,True
chr1,3652061,3652317,+,False
chr1,3652080,3652336,+,False
chr1,3652105,3652361,+,False
chr1,3652126,3652382,+,False
chr1,3652153,3652409,+,False
chr1,3652273,3652529,+,False
chr1,3652295,3652551,+,False
chr1,3652330,3652586,+,False
chr1,3682070,3682326,+,False
chr1,3690406,3690662,+,False
chr1,3690430,3690686,+,False
chr1,3690454,3690710,+,False
chr1,3690471,3690727,+,False
chr1,3690497,3690753,+,False
chr1,3697797,3698053,+,False
chr1,3752155,3752411,+,False
chr1,3752208,3752464,+,False
chr1,3772406,3772662,+,False
chr1,3772501,3772757,+,False
chr1,3772549,3772805,+,False
chr1,3857035,3857291,+,False
chr1,3857236,3857492,+,False
chr1,3900165,3900421,+,False
chr1,4571261,4571517,+,False
chr1,4654359,4654615,+,False
chr1,4654378,4654634,+,False
chr1,4654510,4654766,+,False
chr1,4654545,4654801,+,False
chr1,4654576,4654832,+,False
chr1,5991234,5991490,+,False
chr1,5992469,5992725,+,True
chr1,6026035,6026291,+,False
chr1,6026049,6026305,+,False
chr1,6026095,6026351,+,True
chr1,6026126,6026382,+,True
chr1,6034443,6034699,+,False
chr1,6045647,6045903,+,False
chr1,6045669,6045925,+,False
chr1,6205888,6206144,+,True
chr1,6205923,6206179,+,False
chr1,6208678,6208934,+,False
chr1,6243927,6244183,+,False
chr1,6424527,6424783,+,False
chr1,6447110,6447366,+,False
chr1,6447782,6448038,+,False
chr1,6447836,6448092,+,False
chr1,6448222,6448478,+,False
chr1,6448245,6448501,+,False
chr1,6448265,6448521,+,False
chr1,6450078,6450334,+,False
chr1,6450137,6450393,+,False
chr1,6451011,6451267,+,False
chr1,6451025,6451281,+,False
chr1,6451047,6451303,+,False
chr1,6451055,6451311,+,False
chr1,6451361,6451617,+,False
chr1,6459827,6460083,+,False
chr1,6460270,6460526,+,False
chr1,6460420,6460676,+,False
chr1,6555055,6555311,+,False
chr1,6555085,6555341,+,False
chr1,6555169,6555425,+,False
chr1,6579785,6580041,+,True
chr1,6579814,6580070,+,False
chr1,6613514,6613770,+,True
chr1,6613555,6613811,+,False
chr1,6613576,6613832,+,False
chr1,6616505,6616761,+,False
chr1,6624620,6624876,+,False
chr1,6624954,6625210,+,True
chr1,6785178,6785434,+,False
chr1,6785245,6785501,+,True
chr1,6785255,6785511,+,False
chr1,6785275,6785531,+,False
chr1,6785285,6785541,+,False
chr1,6824602,6824858,+,False
chr1,6824641,6824897,+,False
chr1,7219107,7219363,+,False
chr1,7671741,7671997,+,False
chr1,7704465,7704721,+,False
chr1,7704518,7704774,+,False
chr1,7771098,7771354,+,True
chr1,7783932,7784188,+,False
chr1,7784095,7784351,+,False
chr1,7784136,7784392,+,False
chr1,7784178,7784434,+,False
chr1,7827189,7827445,+,False
chr1,7827458,7827714,+,False
chr1,7827488,7827744,+,False
chr1,7953786,7954042,+,False
chr1,7961472,7961728,+,True
chr1,7961486,7961742,+,True
chr1,7961722,7961978,+,False
chr1,8317871,8318127,+,True
chr1,8317894,8318150,+,True
chr1,8945620,8945876,+,False
chr1,9181978,9182234,+,True
chr1,9190818,9191074,+,False
chr1,9234503,9234759,+,False
chr1,9234574,9234830,+,True
chr1,9234676,9234932,+,False
chr1,9239476,9239732,+,False
chr1,9239503,9239759,+,False
chr1,9239559,9239815,+,False
chr1,9239572,9239828,+,False
chr1,9239598,9239854,+,False
chr1,9239604,9239860,+,False
chr1,9239639,9239895,+,False
chr1,9244670,9244926,+,False
chr1,9244700,9244956,+,False
chr1,9292649,9292905,+,True
chr1,9539214,9539470,+,True
chr1,9539245,9539501,+,True
chr1,9588503,9588759,+,False
chr1,9588541,9588797,+,False
chr1,9588572,9588828,+,False
chr1,9588668,9588924,+,False
chr1,9607462,9607718,+,False
chr1,9651499,9651755,+,False
chr1,9651518,9651774,+,False
chr1,9687432,9687688,+,False
chr1,9689309,9689565,+,False
chr1,9689337,9689593,+,False
chr1,9715495,9715751,+,False
chr1,9943237,9943493,+,True
chr1,9996802,9997058,+,False
chr1,9996835,9997091,+,False
chr1,9996934,9997190,+,False
chr1,9996954,9997210,+,False
chr1,9996982,9997238,+,False
chr1,10032728,10032984,+,True
chr1,10032799,10033055,+,False
chr1,10032977,10033233,+,True
chr1,10210269,10210525,+,False
chr1,10210300,10210556,+,True
chr1,10210323,10210579,+,True
chr1,10210337,10210593,+,True
chr1,10210372,10210628,+,False
chr1,10398825,10399081,+,True
chr1,10399150,10399406,+,True
chr1,10429827,10430083,+,False
chr1,10430240,10430496,+,True
chr1,10430526,10430782,+,True
chr1,10449782,10450038,+,False
chr1,10449802,10450058,+,False
chr1,10449890,10450146,+,False
chr1,10449912,10450168,+,False
chr1,10449936,10450192,+,False
chr1,10449946,10450202,+,False
chr1,10449958,10450214,+,False
chr1,10474712,10474968,+,True
chr1,10535750,10536006,+,False
chr1,11012422,11012678,+,True
chr1,11012430,11012686,+,True
chr1,11099284,11099540,+,False
chr1,11189106,11189362,+,False
chr1,11272977,11273233,+,True
chr1,11273218,11273474,+,True
chr1,11273260,11273516,+,True
chr1,11478906,11479162,+,False
chr1,11501544,11501800,+,False
chr1,11501600,11501856,+,False
chr1,11654123,11654379,+,False
chr1,11654169,11654425,+,False
chr1,11654663,11654919,+,True
chr1,11654779,11655035,+,False
chr1,11663848,11664104,+,False
chr1,11663884,11664140,+,False
chr1,11663976,11664232,+,True
chr1,11664118,11664374,+,False
chr1,11690988,11691244,+,False
chr1,11691244,11691500,+,False
chr1,11691485,11691741,+,False
chr1,11691493,11691749,+,False
chr1,11735824,11736080,+,False
chr1,11735847,11736103,+,True
chr1,11735928,11736184,+,True
chr1,11761925,11762181,+,False
chr1,11761953,11762209,+,False
chr1,11785034,11785290,+,False
chr1,11787536,11787792,+,False
chr1,11805954,11806210,+,False
chr1,11806001,11806257,+,True
chr1,11845728,11845984,+,False
chr1,11934520,11934776,+,True
chr1,11963993,11964249,+,False
chr1,11980116,11980372,+,False
chr1,11980201,11980457,+,True
chr1,11981684,11981940,+,False
chr1,11981717,11981973,+,False
chr1,12001227,12001483,+,False
chr1,12019188,12019444,+,False
chr1,12019282,12019538,+,True
chr1,12062915,12063171,+,False
chr1,12063015,12063271,+,False
chr1,12063054,12063310,+,False
chr1,12063064,12063320,+,False
chr1,12063092,12063348,+,False
chr1,12063132,12063388,+,False
chr1,12063172,12063428,+,False
chr1,12063195,12063451,+,False
chr1,12063327,12063583,+,False
chr1,12063348,12063604,+,False
chr1,12063354,12063610,+,False
chr1,12063650,12063906,+,False
chr1,12063773,12064029,+,False
chr1,12063801,12064057,+,False
chr1,12063821,12064077,+,False
chr1,12125371,12125627,+,False
chr1,12125655,12125911,+,False
chr1,12125678,12125934,+,False
chr1,12125705,12125961,+,False
chr1,12166745,12167001,+,False
chr1,12188556,12188812,+,False
chr1,12191633,12191889,+,False
chr1,12229805,12230061,+,True
chr1,12229828,12230084,+,False
chr1,12342143,12342399,+,False
chr1,12342164,12342420,+,False
chr1,12342552,12342808,+,False
chr1,12342574,12342830,+,False
chr1,12342688,12342944,+,False
chr1,12342724,12342980,+,False
chr1,12344610,12344866,+,False
chr1,12356037,12356293,+,False
chr1,12464708,12464964,+,False
chr1,12478303,12478559,+,False
chr1,12478385,12478641,+,False
chr1,12715862,12716118,+,False
chr1,12745933,12746189,+,False
chr1,12745995,12746251,+,False
chr1,12746015,12746271,+,False
chr1,12791144,12791400,+,False
chr1,13583588,13583844,+,False
chr1,13583710,13583966,+,False
chr1,13583739,13583995,+,False
chr1,13584019,13584275,+,False
chr1,13614095,13614351,+,False
chr1,13699954,13700210,+,True
chr1,13699982,13700238,+,False
chr1,13730745,13731001,+,False
chr1,13749145,13749401,+,True
chr1,13749189,13749445,+,True
chr1,13892606,13892862,+,False
chr1,13892662,13892918,+,False
chr1,13892937,13893193,+,False
chr1,14598444,14598700,+,False
chr1,14598547,14598803,+,False
chr1,14598586,14598842,+,False
chr1,14923933,14924189,+,False
chr1,14929485,14929741,+,False
chr1,14945530,14945786,+,False
chr1,15152301,15152557,+,False
chr1,15152317,15152573,+,False
chr1,15152365,15152621,+,False
chr1,15152565,15152821,+,False
chr1,15152914,15153170,+,False
chr1,15153524,15153780,+,True
chr1,15247001,15247257,+,False
chr1,15247033,15247289,+,False
chr1,15305482,15305738,+,False
chr1,15326577,15326833,+,False
chr1,15326658,15326914,+,False
chr1,15326696,15326952,+,False
chr1,15341511,15341767,+,False
chr1,15344820,15345076,+,False
chr1,15344848,15345104,+,False
chr1,15344879,15345135,+,False
chr1,15345207,15345463,+,False
chr1,15409711,15409967,+,True
chr1,15438193,15438449,+,False
chr1,15440061,15440317,+,False
chr1,15456405,15456661,+,False
chr1,15456426,15456682,+,False
chr1,15456478,15456734,+,False
chr1,15456834,15457090,+,False
chr1,15456849,15457105,+,False
chr1,15456877,15457133,+,False
chr1,15465759,15466015,+,False
chr1,15465829,15466085,+,False
chr1,15465839,15466095,+,False
chr1,15465865,15466121,+,False
chr1,15475850,15476106,+,False
chr1,15526662,15526918,+,True
chr1,15617170,15617426,+,False
chr1,15617223,15617479,+,True
chr1,15617263,15617519,+,False
chr1,15617321,15617577,+,False
chr1,15617333,15617589,+,False
chr1,15684109,15684365,+,True
chr1,15726814,15727070,+,False
chr1,15736007,15736263,+,False
chr1,15736047,15736303,+,False
chr1,15736080,15736336,+,False
chr1,15736610,15736866,+,False
chr1,15742280,15742536,+,False
chr1,15742303,15742559,+,False
chr1,15756368,15756624,+,False
chr1,15756393,15756649,+,False
chr1,15756417,15756673,+,False
chr1,15756430,15756686,+,False
chr1,15757361,15757617,+,False
chr1,15757696,15757952,+,False
chr1,15757731,15757987,+,False
chr1,15758502,15758758,+,False
chr1,15758563,15758819,+,True
chr1,15764174,15764430,+,False
chr1,15764366,15764622,+,False
chr1,15764397,15764653,+,False
chr1,15847324,15847580,+,False
chr1,15847466,15847722,+,False
chr1,15847494,15847750,+,False
chr1,15847614,15847870,+,True
chr1,16003987,16004243,+,False
chr1,16021727,16021983,+,False
chr1,16021757,16022013,+,False
chr1,16021772,16022028,+,False
chr1,16021781,16022037,+,False
chr1,16026763,16027019,+,False
chr1,16028273,16028529,+,False
chr1,16028301,16028557,+,False
chr1,16043501,16043757,+,False
chr1,16043552,16043808,+,False
chr1,16043570,16043826,+,False
chr1,16043592,16043848,+,False
chr1,16048611,16048867,+,False
chr1,16048746,16049002,+,False
chr1,16366996,16367252,+,True
chr1,16440432,16440688,+,False
chr1,16440501,16440757,+,True
chr1,16921539,16921795,+,False
chr1,16921661,16921917,+,False
chr1,16921684,16921940,+,False
chr1,17189533,17189789,+,False
chr1,17204879,17205135,+,False
chr1,17233186,17233442,+,False
chr1,17239375,17239631,+,False
chr1,17248847,17249103,+,False
chr1,17307945,17308201,+,False
chr1,17519942,17520198,+,False
chr1,17520099,17520355,+,False
chr1,17539511,17539767,+,True
chr1,17539553,17539809,+,False
chr1,17579931,17580187,+,False
chr1,17580214,17580470,+,False
chr1,17580243,17580499,+,False
chr1,17588139,17588395,+,False
chr1,17588195,17588451,+,False
chr1,17618068,17618324,+,False
chr1,17618098,17618354,+,False
chr1,17618155,17618411,+,False
chr1,17618375,17618631,+,False
chr1,17633659,17633915,+,False
chr1,17639930,17640186,+,False
chr1,17755132,17755388,+,False
chr1,18107138,18107394,+,False
chr1,18107250,18107506,+,False
chr1,18107506,18107762,+,False
chr1,18107558,18107814,+,False
chr1,18107777,18108033,+,False
chr1,18107892,18108148,+,False
chr1,18480701,18480957,+,False
chr1,18480746,18481002,+,False
chr1,18480768,18481024,+,True
chr1,18480907,18481163,+,False
chr1,18512846,18513102,+,False
chr1,18630625,18630881,+,False
chr1,18630636,18630892,+,False
chr1,18630873,18631129,+,False
chr1,18630890,18631146,+,False
chr1,18631273,18631529,+,False
chr1,19210116,19210372,+,False
chr1,19210153,19210409,+,True
chr1,19210282,19210538,+,False
chr1,19251344,19251600,+,True
chr1,19251364,19251620,+,False
chr1,19251381,19251637,+,False
chr1,19251403,19251659,+,False
chr1,19251584,19251840,+,True
chr1,19312078,19312334,+,True
chr1,19312095,19312351,+,False
chr1,19510338,19510594,+,False
chr1,19596803,19597059,+,True
chr1,19596911,19597167,+,False
chr1,19597021,19597277,+,False
chr1,19640270,19640526,+,False
chr1,19643466,19643722,+,False
chr1,19643501,19643757,+,False
chr1,19644046,19644302,+,True
chr1,19644092,19644348,+,True
chr1,19654831,19655087,+,False
chr1,19664594,19664850,+,False
chr1,19664648,19664904,+,False
chr1,19665654,19665910,+,False
chr1,19882189,19882445,+,True
chr1,20028153,20028409,+,False
chr1,20028267,20028523,+,False
chr1,20069867,20070123,+,False
chr1,20069889,20070145,+,False
chr1,20069956,20070212,+,False
chr1,20069983,20070239,+,False
chr1,20070029,20070285,+,False
chr1,20070097,20070353,+,False
chr1,20139075,20139331,+,False
chr1,20139132,20139388,+,False
chr1,20185391,20185647,+,False
chr1,20185880,20186136,+,False
chr1,20185891,20186147,+,False
chr1,20185925,20186181,+,False
chr1,20290631,20290887,+,False
chr1,20552335,20552591,+,False
chr1,20588657,20588913,+,False
chr1,20588743,20588999,+,True
chr1,20588886,20589142,+,True
chr1,20588992,20589248,+,False
chr1,20633184,20633440,+,False
chr1,20633243,20633499,+,True
chr1,20633259,20633515,+,False
chr1,21293060,21293316,+,False
chr1,21427743,21427999,+,False
chr1,21439888,21440144,+,True
chr1,21439937,21440193,+,True
chr1,21439966,21440222,+,False
chr1,21468215,21468471,+,False
chr1,21508733,21508989,+,False
chr1,21509177,21509433,+,False
chr1,21551039,21551295,+,False
chr1,21553731,21553987,+,False
chr1,21553769,21554025,+,False
chr1,21553779,21554035,+,False
chr1,21553807,21554063,+,False
chr1,21553825,21554081,+,False
chr1,21553856,21554112,+,False
chr1,21563801,21564057,+,False
chr1,21563820,21564076,+,False
chr1,21563846,21564102,+,False
chr1,21563869,21564125,+,False
chr1,21563898,21564154,+,False
chr1,21563925,21564181,+,False
chr1,21570096,21570352,+,False
chr1,21976639,21976895,+,False
chr1,21976684,21976940,+,False
chr1,21976715,21976971,+,False
chr1,21976772,21977028,+,False
chr1,21978142,21978398,+,False
chr1,21980635,21980891,+,False
chr1,21980790,21981046,+,False
chr1,21980820,21981076,+,False
chr1,21980856,21981112,+,False
chr1,21980872,21981128,+,False
chr1,21983930,21984186,+,False
chr1,21984020,21984276,+,False
chr1,22001261,22001517,+,False
chr1,22001406,22001662,+,False
chr1,22006696,22006952,+,False
chr1,22007128,22007384,+,False
chr1,22007202,22007458,+,False
chr1,22007238,22007494,+,False
chr1,22025268,22025524,+,True
chr1,22025307,22025563,+,False
chr1,22030796,22031052,+,False
chr1,22052428,22052684,+,True
chr1,22052466,22052722,+,True
chr1,22451607,22451863,+,True
chr1,22563256,22563512,+,False
chr1,22636212,22636468,+,False
chr1,22636383,22636639,+,False
chr1,22636400,22636656,+,False
chr1,22636427,22636683,+,False
chr1,22637383,22637639,+,False
chr1,22643386,22643642,+,False
chr1,22643758,22644014,+,False
chr1,22643811,22644067,+,False
chr1,22643850,22644106,+,False
chr1,22652841,22653097,+,False
chr1,22652914,22653170,+,False
chr1,22652943,22653199,+,False
chr1,22653023,22653279,+,False
chr1,22659210,22659466,+,False
chr1,22659229,22659485,+,False
chr1,22659247,22659503,+,False
chr1,22659305,22659561,+,False
chr1,22659330,22659586,+,False
chr1,22660576,22660832,+,False
chr1,22660632,22660888,+,False
chr1,22660645,22660901,+,False
chr1,22660683,22660939,+,False
chr1,22660804,22661060,+,False
chr1,22660832,22661088,+,False
chr1,22660852,22661108,+,False
chr1,22661033,22661289,+,False
chr1,22710589,22710845,+,True
chr1,23019192,23019448,+,False
chr1,23019302,23019558,+,True
chr1,23050147,23050403,+,False
chr1,23368723,23368979,+,False
chr1,23368741,23368997,+,False
chr1,23368990,23369246,+,False
chr1,23627084,23627340,+,False
chr1,23627123,23627379,+,False
chr1,23691528,23691784,+,True
chr1,23691557,23691813,+,True
chr1,23692409,23692665,+,False
chr1,23692448,23692704,+,False
chr1,23742900,23743156,+,False
chr1,23743204,23743460,+,False
chr1,23743243,23743499,+,True
chr1,23778172,23778428,+,True
chr1,23790913,23791169,+,True
chr1,23790936,23791192,+,True
chr1,23790971,23791227,+,False
chr1,23791735,23791991,+,False
chr1,23793387,23793643,+,False
chr1,23793411,23793667,+,False
chr1,23958917,23959173,+,False
chr1,23958966,23959222,+,False
chr1,23959038,23959294,+,False
chr1,23959580,23959836,+,True
chr1,24319044,24319300,+,False
chr1,24319073,24319329,+,False
chr1,24319107,24319363,+,False
chr1,24319125,24319381,+,False
chr1,24319227,24319483,+,False
chr1,24319267,24319523,+,False
chr1,24319531,24319787,+,False
chr1,24413296,24413552,+,True
chr1,24415566,24415822,+,True
chr1,24415574,24415830,+,False
chr1,24415613,24415869,+,False
chr1,24471773,24472029,+,False
chr1,24502144,24502400,+,True
chr1,24502274,24502530,+,False
chr1,24502298,24502554,+,False
chr1,24502586,24502842,+,False
chr1,24502629,24502885,+,False
chr1,24502697,24502953,+,True
chr1,24502796,24503052,+,True
chr1,24503017,24503273,+,False
chr1,24555873,24556129,+,False
chr1,24589202,24589458,+,False
chr1,24589224,24589480,+,False
chr1,24589237,24589493,+,False
chr1,24642866,24643122,+,False
chr1,24643061,24643317,+,True
chr1,24648684,24648940,+,False
chr1,24654639,24654895,+,False
chr1,24655287,24655543,+,False
chr1,24745047,24745303,+,False
chr1,24745135,24745391,+,True
chr1,24745197,24745453,+,True
chr1,24745232,24745488,+,True
chr1,24841987,24842243,+,False
chr1,24842110,24842366,+,False
chr1,24842158,24842414,+,False
chr1,24842178,24842434,+,False
chr1,24842316,24842572,+,False
chr1,24842551,24842807,+,False
chr1,24842590,24842846,+,False
chr1,24842718,24842974,+,False
chr1,24842766,24843022,+,False
chr1,24843091,24843347,+,False
chr1,24843116,24843372,+,False
chr1,24843166,24843422,+,False
chr1,24843237,24843493,+,False
chr1,24843284,24843540,+,False
chr1,25272163,25272419,+,False
chr1,25272219,25272475,+,False
chr1,25272230,25272486,+,False
chr1,25272260,25272516,+,False
chr1,25272281,25272537,+,False
chr1,25338086,25338342,+,True
chr1,25340284,25340540,+,False
chr1,25430603,25430859,+,False
chr1,25430662,25430918,+,True
chr1,25430734,25430990,+,True
chr1,25430757,25431013,+,False
chr1,25430786,25431042,+,False
chr1,25543334,25543590,+,False
chr1,25543414,25543670,+,True
chr1,25549614,25549870,+,False
chr1,25549634,25549890,+,False
chr1,25549670,25549926,+,False
chr1,25562544,25562800,+,False
chr1,25562558,25562814,+,False
chr1,25563425,25563681,+,False
chr1,25686194,25686450,+,False
chr1,25686208,25686464,+,False
chr1,25686252,25686508,+,False
chr1,25799974,25800230,+,True
chr1,25800859,25801115,+,False
chr1,25808420,25808676,+,False
chr1,25816196,25816452,+,False
chr1,25819752,25820008,+,True
chr1,25819780,25820036,+,False
chr1,25819968,25820224,+,False
chr1,25820591,25820847,+,False
chr1,26021529,26021785,+,False
chr1,26021601,26021857,+,False
chr1,26110918,26111174,+,False
chr1,26110972,26111228,+,False
chr1,26111605,26111861,+,True
chr1,26158804,26159060,+,False
chr1,26158826,26159082,+,False
chr1,26169710,26169966,+,True
chr1,26169723,26169979,+,False
chr1,26177278,26177534,+,False
chr1,26181781,26182037,+,False
chr1,26225070,26225326,+,False
chr1,26225098,26225354,+,False
chr1,26225320,26225576,+,False
chr1,26225345,26225601,+,False
chr1,26233928,26234184,+,False
chr1,26233978,26234234,+,True
chr1,26254345,26254601,+,False
chr1,26254374,26254630,+,False
chr1,26269029,26269285,+,False
chr1,26278884,26279140,+,False
chr1,26279849,26280105,+,True
chr1,26279872,26280128,+,True
chr1,26317679,26317935,+,False
chr1,26317708,26317964,+,False
chr1,26410501,26410757,+,False
chr1,26410521,26410777,+,False
chr1,26410539,26410795,+,False
chr1,26410575,26410831,+,False
chr1,26410589,26410845,+,False
chr1,26432100,26432356,+,True
chr1,26432152,26432408,+,True
chr1,26432555,26432811,+,False
chr1,26472202,26472458,+,True
chr1,26472249,26472505,+,True
chr1,26472354,26472610,+,False
chr1,26472427,26472683,+,False
chr1,26472998,26473254,+,False
chr1,26529545,26529801,+,True
chr1,26542361,26542617,+,False
chr1,26542890,26543146,+,False
chr1,26543096,26543352,+,False
chr1,26545568,26545824,+,False
chr1,26545615,26545871,+,False
chr1,26695361,26695617,+,False
chr1,26695473,26695729,+,True
chr1,26695535,26695791,+,False
chr1,26695796,26696052,+,True
chr1,26695842,26696098,+,False
chr1,26696143,26696399,+,False
chr1,26696669,26696925,+,False
chr1,26697052,26697308,+,False
chr1,26729582,26729838,+,False
chr1,26787325,26787581,+,False
chr1,26787422,26787678,+,False
chr1,26787771,26788027,+,False
chr1,26787965,26788221,+,True
chr1,26826483,26826739,+,True
chr1,26826503,26826759,+,False
chr1,26826708,26826964,+,False
chr1,26826797,26827053,+,False
chr1,26831754,26832010,+,False
chr1,26831773,26832029,+,False
chr1,26831802,26832058,+,False
chr1,26862901,26863157,+,True
chr1,26921541,26921797,+,True
chr1,26921561,26921817,+,False
chr1,26945131,26945387,+,False
chr1,26979825,26980081,+,False
chr1,26993416,26993672,+,False
chr1,26993453,26993709,+,True
chr1,26993488,26993744,+,True
chr1,26993648,26993904,+,True
chr1,26993684,26993940,+,False
chr1,26993739,26993995,+,False
chr1,26994251,26994507,+,False
chr1,27234314,27234570,+,False
chr1,27234412,27234668,+,True
chr1,27234455,27234711,+,False
chr1,27234506,27234762,+,False
chr1,27234525,27234781,+,False
chr1,27321924,27322180,+,False
chr1,27322067,27322323,+,True
chr1,27325199,27325455,+,False
chr1,27325684,27325940,+,False
chr1,27341835,27342091,+,True
chr1,27343014,27343270,+,False
chr1,27392382,27392638,+,False
chr1,27392424,27392680,+,False
chr1,27725400,27725656,+,False
chr1,27725748,27726004,+,True
chr1,27725778,27726034,+,True
chr1,27772927,27773183,+,False
chr1,27773012,27773268,+,True
chr1,27830581,27830837,+,True
chr1,27834147,27834403,+,False
chr1,27872304,27872560,+,False
chr1,27879409,27879665,+,False
chr1,27883338,27883594,+,False
chr1,27885670,27885926,+,False
chr1,27885697,27885953,+,False
chr1,27885789,27886045,+,False
chr1,27934717,27934973,+,False
chr1,27934749,27935005,+,True
chr1,27934797,27935053,+,True
chr1,27934890,27935146,+,False
chr1,27959782,27960038,+,False
chr1,27959794,27960050,+,False
chr1,28235843,28236099,+,True
chr1,28235914,28236170,+,True
chr1,28236305,28236561,+,False
chr1,28236332,28236588,+,False
chr1,28259277,28259533,+,True
chr1,28328862,28329118,+,True
chr1,28369311,28369567,+,False
